ticker,month,timeframe,roi,tp_hits,sl_hits,spacing
TRX-USD,2025-02,1h,0.04260671517753508,10,15,0.015
DOGE-USD,2025-02,1h,-1.6270062941822654,29,50,0.015
BCH-USD,2025-02,1h,-0.4802482645719465,23,21,0.021361027855791075
LEO-USD,2025-02,1h,0.06864529911168575,7,4,0.015
LINK-USD,2025-02,1h,-0.8569763321745267,31,38,0.018859079426570894
XLM-USD,2025-02,1h,-0.9773478415847421,29,41,0.01586613870670355
XAUt-USD,2025-02,1h,-0.050062675294448127,1,0,0.015
BGB-USD,2025-02,1h,-0.7343683091692764,28,43,0.015
PAXG-USD,2025-02,1h,0.06788751385640353,1,1,0.015
AAVE-USD,2025-02,1h,-0.27341270566952514,36,39,0.018175460890006257
OKB-USD,2025-02,1h,-0.2218209207994005,9,17,0.015
ONDO-USD,2025-02,1h,-0.5145929300128773,36,21,0.029814133114290084
USDD-USD,2025-02,1h,-0.022994706784702428,0,0,0.015
BNB-USD,2025-03,1h,0.5331124444350098,16,17,0.015
XRP-USD,2025-03,1h,-1.2593905579329294,27,36,0.015
SOL-USD,2025-03,1h,-1.011536426835246,28,38,0.015
TRX-USD,2025-03,1h,0.09238270003534126,8,9,0.015
DOGE-USD,2025-03,1h,-0.08274519147042156,28,36,0.015
BCH-USD,2025-03,1h,-0.49798355005445044,26,32,0.015
LEO-USD,2025-03,1h,-0.02195271961294566,1,1,0.015
XLM-USD,2025-03,1h,-0.5821147157651103,32,39,0.015
XAUt-USD,2025-03,1h,0.38669508215216414,2,0,0.015
BGB-USD,2025-03,1h,0.6973202152579688,24,20,0.015
PAXG-USD,2025-03,1h,0.325754102585488,2,0,0.015
AAVE-USD,2025-03,1h,-0.9302077926491802,37,46,0.015
OKB-USD,2025-03,1h,-0.15579958695083404,13,18,0.015
ONDO-USD,2025-03,1h,-0.7686494320039492,43,54,0.015
USDD-USD,2025-03,1h,-0.0011087638017124846,0,0,0.015
BNB-USD,2025-04,1h,-0.061110802550592785,6,7,0.015
XRP-USD,2025-04,1h,-0.152987491515687,21,24,0.015
SOL-USD,2025-04,1h,-0.30000128249632324,27,27,0.015
TRX-USD,2025-04,1h,-0.13990707153830953,3,4,0.015
DOGE-USD,2025-04,1h,0.10801215226030764,24,25,0.015
BCH-USD,2025-04,1h,0.12546219085674237,22,21,0.015
LEO-USD,2025-04,1h,0.13444039463352964,5,6,0.015
LINK-USD,2025-04,1h,-0.23468900947706062,23,25,0.015
XLM-USD,2025-04,1h,-0.029607889244380205,19,20,0.015552898229077634
XAUt-USD,2025-04,1h,0.19062611203931737,3,2,0.015
BGB-USD,2025-04,1h,-0.6476340934206201,14,18,0.015
PAXG-USD,2025-04,1h,0.3607416381611256,3,3,0.015
AAVE-USD,2025-04,1h,0.03804621485684038,32,26,0.017789762459193906
OKB-USD,2025-04,1h,0.34331143524430446,12,11,0.015
ONDO-USD,2025-04,1h,-0.6660634998417845,27,29,0.01681750492436999
TRX-USD,2025-05,1h,0.2525075674928667,5,5,0.015
DOGE-USD,2025-05,1h,0.2238219523804582,40,16,0.026438249980840073
BCH-USD,2025-05,1h,0.44248897811892673,18,12,0.01830502283848342
LEO-USD,2025-05,1h,-0.009375792794398876,6,5,0.018726238791125942
LINK-USD,2025-05,1h,0.1363590264249069,27,16,0.024066485446831407
XLM-USD,2025-05,1h,-0.8970741213824476,13,20,0.015
XAUt-USD,2025-05,1h,0.08608917833504165,1,2,0.015
BGB-USD,2025-05,1h,-0.18665154755175536,9,13,0.015
PAXG-USD,2025-05,1h,0.21299354123324518,2,3,0.015
AAVE-USD,2025-05,1h,0.7057080817582391,46,16,0.024449622580643506
OKB-USD,2025-05,1h,-0.48654983313208505,1,4,0.015
ONDO-USD,2025-05,1h,-0.002730407434428344,30,20,0.022243489236927184
USDD-USD,2025-05,1h,0.0007400592762860469,0,0,0.015
BNB-USD,2025-06,1h,0.16819893634012262,2,4,0.015
XRP-USD,2025-06,1h,-0.166875,8,12,0.015
SOL-USD,2025-06,1h,0.3738132770608354,16,17,0.015
TRX-USD,2025-06,1h,0.3136719931022708,4,4,0.015
DOGE-USD,2025-06,1h,-0.14271835138953975,12,21,0.015
BCH-USD,2025-06,1h,0.4438471339086391,18,15,0.015
LEO-USD,2025-06,1h,0.28170503894194554,7,6,0.015
LINK-USD,2025-06,1h,-0.48960180301410217,14,21,0.015
XLM-USD,2025-06,1h,0.24228846211712152,7,12,0.015
XAUt-USD,2025-06,1h,0.12057499254275171,1,1,0.015
BGB-USD,2025-06,1h,0.036963752555293466,7,9,0.015
PAXG-USD,2025-06,1h,0.11802256363431297,1,1,0.015
AAVE-USD,2025-06,1h,0.09839965132608995,27,28,0.015
OKB-USD,2025-06,1h,-0.3155063482867445,8,10,0.015
ONDO-USD,2025-06,1h,-0.6213902264813805,15,23,0.015
USDD-USD,2025-06,1h,0.000157832664954185,0,0,0.015
BNB-USD,2025-07,1h,0.4830544382020525,10,8,0.015
XRP-USD,2025-07,1h,0.7738022962073956,24,22,0.015
SOL-USD,2025-07,1h,0.4647855656763568,14,16,0.015590837393867935
TRX-USD,2025-07,1h,0.7610456721615628,8,4,0.015
DOGE-USD,2025-07,1h,0.24425000005965555,37,31,0.016094350428338917
BCH-USD,2025-07,1h,0.10138326171871086,15,16,0.015403235087129142
LEO-USD,2025-07,1h,-0.009570457876707223,0,1,0.015
LINK-USD,2025-07,1h,-0.24406214326436385,22,24,0.015
XLM-USD,2025-07,1h,0.8102070182892385,46,39,0.015537232856809203
XAUt-USD,2025-07,1h,-0.17045130990538382,0,0,0.015
BGB-USD,2025-07,1h,-0.144375,8,13,0.015
PAXG-USD,2025-07,1h,-0.18538351507559128,0,0,0.015
AAVE-USD,2025-07,1h,-0.9395019566899828,17,29,0.015
OKB-USD,2025-07,1h,-0.13456531183925108,3,6,0.015
ONDO-USD,2025-07,1h,0.4051344253867319,30,29,0.016614125952022215
USDD-USD,2025-07,1h,-0.0009547363644196594,0,0,0.015
BNB-USD,2025-08,1h,-0.06430977231164434,6,8,0.015
XRP-USD,2025-08,1h,-0.5143394021083805,12,20,0.015
SOL-USD,2025-08,1h,0.3601472067573195,22,25,0.015
TRX-USD,2025-08,1h,-0.06720511366042047,3,4,0.015
DOGE-USD,2025-08,1h,0.294375,23,28,0.015
BCH-USD,2025-08,1h,-0.6216143612514315,7,13,0.015
LEO-USD,2025-08,1h,0.3206426728683982,2,1,0.015
LINK-USD,2025-08,1h,-0.25173217786083113,36,31,0.015520707925450008
XLM-USD,2025-08,1h,-0.9567936351703065,14,25,0.015
XAUt-USD,2025-08,1h,0.18212324636640914,1,0,0.015
BGB-USD,2025-08,1h,-0.7783719956938149,6,8,0.015
PAXG-USD,2025-08,1h,0.18490328650103038,1,0,0.015
AAVE-USD,2025-08,1h,0.1767751268745451,20,21,0.015
OKB-USD,2025-08,1h,-0.29533456510702305,61,56,0.015
ONDO-USD,2025-08,1h,-0.920824593889156,15,23,0.015
USDD-USD,2025-08,1h,-0.0006074447990977206,0,0,0.015
BNB-USD,2025-09,1h,0.5853337572459532,8,6,0.015
XRP-USD,2025-09,1h,0.38008014463939616,7,8,0.015
SOL-USD,2025-09,1h,0.2875679301566379,12,14,0.015
TRX-USD,2025-09,1h,-0.006401407710036437,2,3,0.015
DOGE-USD,2025-09,1h,0.15353490495977895,18,19,0.015
BCH-USD,2025-09,1h,0.26651212802864394,7,8,0.015
LEO-USD,2025-09,1h,-0.016947013834687823,0,0,0.015
LINK-USD,2025-09,1h,-0.08709553401586163,9,12,0.015
XLM-USD,2025-09,1h,0.5417009028452776,12,13,0.015
XAUt-USD,2025-09,1h,0.4114408758218087,2,0,0.015
BGB-USD,2025-09,1h,0.1536050741541476,11,8,0.015
PAXG-USD,2025-09,1h,0.41026735915274914,2,0,0.015
AAVE-USD,2025-09,1h,-0.23793583479306107,7,15,0.015
OKB-USD,2025-09,1h,0.09627137685572962,11,13,0.015
ONDO-USD,2025-09,1h,0.13036760223554666,14,18,0.015
USDD-USD,2025-09,1h,-0.032178052804920296,1,0,0.015
BNB-USD,2025-10,1h,0.4601036667685912,30,29,0.015
XRP-USD,2025-10,1h,-0.17967459981042339,17,21,0.016312141009797068
SOL-USD,2025-10,1h,-0.3470788602908578,21,28,0.01527786364051564
TRX-USD,2025-10,1h,-0.3667898940602754,2,8,0.015
DOGE-USD,2025-10,1h,0.05809341268073695,22,29,0.015
BCH-USD,2025-10,1h,-0.03,16,19,0.015
LEO-USD,2025-10,1h,-0.1566809339885367,1,3,0.015
LINK-USD,2025-10,1h,-0.20733092570735606,22,28,0.016538501868061252
XLM-USD,2025-10,1h,-0.5253212469770733,20,25,0.015
XAUt-USD,2025-10,1h,0.03860450447902622,3,4,0.015
BGB-USD,2025-10,1h,0.17952519479995316,13,14,0.015
PAXG-USD,2025-10,1h,0.010495229197458683,3,5,0.015
AAVE-USD,2025-10,1h,0.1919262143769265,20,33,0.015
OKB-USD,2025-10,1h,-0.6524498268922253,18,32,0.015094362485144704
ONDO-USD,2025-10,1h,-0.3494701039308348,22,30,0.015
USDD-USD,2025-10,1h,3.0390905703825413e-05,0,0,0.015
BNB-USD,2025-11,1h,-0.239558896405415,8,17,0.015
XRP-USD,2025-11,1h,-0.3929139676411433,16,25,0.015
SOL-USD,2025-11,1h,-0.7425009251921074,13,24,0.015
TRX-USD,2025-11,1h,-0.09383113644809782,1,3,0.015
DOGE-USD,2025-11,1h,-0.4425,17,25,0.015
BCH-USD,2025-11,1h,-0.7737304152146317,12,21,0.015462810255084104
LEO-USD,2025-11,1h,0.2767153571888776,5,4,0.015
LINK-USD,2025-11,1h,-0.729929586570197,16,22,0.0168784496526828
XLM-USD,2025-11,1h,-0.7779550391456723,13,25,0.015
XAUt-USD,2025-11,1h,0.3145820904038192,2,1,0.015
BGB-USD,2025-11,1h,0.2797838710205178,10,11,0.015
PAXG-USD,2025-11,1h,0.32182071228431597,2,1,0.015
AAVE-USD,2025-11,1h,-0.45358635835338645,21,25,0.01572236236777593
OKB-USD,2025-11,1h,-0.7192325243060259,15,22,0.016470129862480854
ONDO-USD,2025-11,1h,-1.4949671783913436,14,28,0.015575532714459724
USDD-USD,2025-11,1h,0.0010736413317135884,0,0,0.015
BNB-USD,2025-12,1h,0.07080303380200348,6,8,0.015
XRP-USD,2025-12,1h,0.060384191062385066,8,12,0.015
SOL-USD,2025-12,1h,-0.28261510481690494,17,18,0.015
TRX-USD,2025-12,1h,0.23170104184757292,2,3,0.015
DOGE-USD,2025-12,1h,-0.012643283950765182,10,15,0.015
BCH-USD,2025-12,1h,0.18002810346739354,14,15,0.015
LEO-USD,2025-12,1h,0.3255745001763717,20,18,0.015
LINK-USD,2025-12,1h,-0.5722365598575017,16,16,0.015
XLM-USD,2025-12,1h,0.05153869260850115,13,16,0.015
XAUt-USD,2025-12,1h,-0.05767441791989768,1,1,0.015
BGB-USD,2025-12,1h,-0.17108387934495112,2,3,0.015
PAXG-USD,2025-12,1h,-0.043620655482391156,1,1,0.015
AAVE-USD,2025-12,1h,-0.2821604182035117,22,25,0.015
OKB-USD,2025-12,1h,0.17789828672091973,9,10,0.015
ONDO-USD,2025-12,1h,-0.16116129149586414,18,25,0.015
USDD-USD,2025-12,1h,-0.001479423746932298,0,0,0.015
