ticker,month,timeframe,roi,tp_hits,sl_hits,cycles,avg_spacing
AAVE-USD,2025-12,4h,-2.500616925188406,12,0,12,2.136234172143569
OKB-USD,2025-12,4h,-4.474901342774501,14,1,15,1.5
ONDO-USD,2025-12,4h,-7.458137229648237,11,1,12,2.3211461319838387
USDD-USD,2025-12,4h,-0.0014741503055847715,0,0,0,1.5
BNB-USD,2025-01,1h,3.4687401471486736,7,0,7,1.5
XRP-USD,2025-01,1h,4.371778965348203,43,1,44,1.5
SOL-USD,2025-01,1h,-3.79469070701949,39,2,41,1.650812568408539
TRX-USD,2025-01,1h,-1.188258471727695,18,1,19,1.5
DOGE-USD,2025-01,1h,-16.301162083221623,34,3,37,1.8202171785460304
BCH-USD,2025-01,1h,1.7524150677689612,22,1,23,1.5
LEO-USD,2025-01,1h,1.67236912960474,9,0,9,1.5
LINK-USD,2025-01,1h,-2.23252393316272,44,1,45,2.212343868698046
XLM-USD,2025-01,1h,7.312776816185887,44,1,45,1.5731133430724908
XAUt-USD,2025-01,1h,0.16674631616420812,3,0,3,1.5
BGB-USD,2025-01,1h,-6.191094705790565,33,2,35,1.5
PAXG-USD,2025-01,1h,0.10040513353622373,2,0,2,1.5
AAVE-USD,2025-01,1h,-6.5035836927722634,32,1,33,2.777713976584394
OKB-USD,2025-01,1h,-1.5747476315236781,17,1,18,1.5
ONDO-USD,2025-01,1h,5.557717547158245,53,1,54,2.0664232927424226
USDD-USD,2025-01,1h,-0.0011201094739953987,0,0,0,1.5
BNB-USD,2025-02,1h,-7.703702503886961,16,2,18,1.5
XRP-USD,2025-02,1h,-5.7849858309606494,26,2,28,1.9782216149967884
SOL-USD,2025-02,1h,-5.8953462107321135,11,1,12,2.7295415492893937
TRX-USD,2025-02,1h,-2.0260273521119054,13,1,14,1.5
DOGE-USD,2025-02,1h,-6.6829903529573675,24,2,26,2.032782284427249
BCH-USD,2025-02,1h,-3.806316271829819,15,1,16,2.195834476435781
LEO-USD,2025-02,1h,2.2554509482658793,5,0,5,1.5
LINK-USD,2025-02,1h,-15.465674434040155,26,3,29,1.9952457757024533
XLM-USD,2025-02,1h,-9.42018107047259,20,2,22,2.0861308999347092
XAUt-USD,2025-02,1h,0.008148906912629171,2,0,2,1.5
BGB-USD,2025-02,1h,-16.70004839063395,21,4,25,1.5861530547897542
PAXG-USD,2025-02,1h,0.1337928725638085,3,0,3,1.5
AAVE-USD,2025-02,1h,-11.377842023020694,31,2,33,2.4209067685283374
OKB-USD,2025-02,1h,-8.35705973969767,14,2,16,1.5
ONDO-USD,2025-02,1h,-11.993809277082873,25,2,27,2.279813443551928
USDD-USD,2025-02,1h,0.004139313166415377,0,0,0,1.5
XRP-USD,2025-03,1h,-14.27374867437182,31,2,33,1.8979076150650853
SOL-USD,2025-03,1h,-9.40446406766543,29,2,31,1.6406284368560884
TRX-USD,2025-03,1h,-3.7844377518665713,13,1,14,1.5
DOGE-USD,2025-03,1h,-18.26723105594332,33,3,36,1.997506499579386
BCH-USD,2025-03,1h,-7.634272134075945,25,2,27,1.5
LEO-USD,2025-03,1h,-0.8546053456445952,2,0,2,1.5
LINK-USD,2025-03,1h,-12.359260714962437,39,3,42,1.7285745652952933
XLM-USD,2025-03,1h,-7.722648020123961,34,2,36,1.5107424943179582
XAUt-USD,2025-03,1h,0.16122319443102243,4,0,4,1.5
BGB-USD,2025-03,1h,-11.077908342744777,25,2,27,1.5
PAXG-USD,2025-03,1h,0.16362935159688277,4,0,4,1.5
AAVE-USD,2025-03,1h,-10.008346586896696,30,2,32,2.141222670210043
OKB-USD,2025-03,1h,-3.6718657116959,18,1,19,1.5
ONDO-USD,2025-03,1h,-16.279338864474667,37,3,40,2.0309726221725923
USDD-USD,2025-03,1h,-0.0011087638017124846,0,0,0,1.5
BNB-USD,2025-04,1h,2.1637503643658786,5,0,5,1.5
XRP-USD,2025-04,1h,0.8400892865913556,22,1,23,1.5490904946196127
SOL-USD,2025-04,1h,1.1150462166997204,31,1,32,1.5512624580734786
TRX-USD,2025-04,1h,1.8353784542003995,8,0,8,1.5
DOGE-USD,2025-04,1h,1.344503928855447,30,1,31,1.622819656041833
BCH-USD,2025-04,1h,0.5014012114296201,29,1,30,1.5
LEO-USD,2025-04,1h,1.5256594204967404,5,0,5,1.5
LINK-USD,2025-04,1h,1.3907598020037402,31,1,32,1.6495186828866055
XLM-USD,2025-04,1h,0.46410647099641206,26,1,27,1.5
XAUt-USD,2025-04,1h,0.06958511729349993,5,0,5,1.5
BGB-USD,2025-04,1h,-3.2182808268361076,15,1,16,1.5
PAXG-USD,2025-04,1h,0.3196123308290771,5,0,5,1.5
AAVE-USD,2025-04,1h,-0.013687764127389528,36,1,37,1.8491869358540456
OKB-USD,2025-04,1h,4.201535693098995,14,0,14,1.5
ONDO-USD,2025-04,1h,6.926802315948753,29,0,29,2.0281660971481057
USDD-USD,2025-04,1h,0.0009503557742209523,0,0,0,1.5
BNB-USD,2025-05,1h,1.2309686069026793,9,0,9,1.5
XRP-USD,2025-05,1h,-2.0293089848051022,13,1,14,1.5
SOL-USD,2025-05,1h,-0.27989425771842436,25,1,26,1.5
TRX-USD,2025-05,1h,1.3112468019661354,9,0,9,1.5
DOGE-USD,2025-05,1h,3.347440482225102,34,1,35,1.5220718138158136
BCH-USD,2025-05,1h,4.175299804689985,16,0,16,1.5
LEO-USD,2025-05,1h,2.0711641485240215,4,0,4,1.5
LINK-USD,2025-05,1h,-4.887770539557332,24,2,26,1.5
XLM-USD,2025-05,1h,0.3525509052867528,19,1,20,1.5
XAUt-USD,2025-05,1h,0.915089006185026,3,0,3,1.5
BGB-USD,2025-05,1h,-2.1982527528345055,18,1,19,1.5
PAXG-USD,2025-05,1h,0.9255435874694922,3,0,3,1.5
AAVE-USD,2025-05,1h,9.479420180914149,47,0,47,1.5
OKB-USD,2025-05,1h,-0.8184389462802937,4,0,4,1.5
ONDO-USD,2025-05,1h,-3.393059937394937,30,2,32,1.5
USDD-USD,2025-05,1h,0.0007400592762860469,0,0,0,1.5
BNB-USD,2025-06,1h,2.5312928028616444,5,0,5,1.5
XRP-USD,2025-06,1h,-2.627574587916188,14,1,15,1.5
SOL-USD,2025-06,1h,-0.7179871485747754,17,1,18,1.5691110907310493
TRX-USD,2025-06,1h,1.6218273068889173,6,0,6,1.5
DOGE-USD,2025-06,1h,-15.143060730465004,17,3,20,1.5
BCH-USD,2025-06,1h,5.9114221831667235,21,0,21,1.5
LEO-USD,2025-06,1h,1.732253798535694,10,0,10,1.5
LINK-USD,2025-06,1h,-6.740064977508628,22,2,24,1.5
XLM-USD,2025-06,1h,-3.32882792293376,9,1,10,1.5
XAUt-USD,2025-06,1h,0.01407564141041803,2,0,2,1.5
BGB-USD,2025-06,1h,-4.729157471071703,7,1,8,1.5
PAXG-USD,2025-06,1h,0.041476339084128996,2,0,2,1.5
AAVE-USD,2025-06,1h,1.957150980037568,33,1,34,1.717585637648722
OKB-USD,2025-06,1h,2.5935889083178334,8,0,8,1.5
ONDO-USD,2025-06,1h,-4.971096152249411,24,2,26,1.5
USDD-USD,2025-06,1h,0.000157832664954185,0,0,0,1.5
BNB-USD,2025-07,1h,1.6939598270057106,15,0,15,1.5
XRP-USD,2025-07,1h,-0.9694255062208685,29,1,30,1.5
SOL-USD,2025-07,1h,3.657229370809419,22,0,22,1.5303253818997526
TRX-USD,2025-07,1h,1.019934219272818,11,0,11,1.5
DOGE-USD,2025-07,1h,-5.775938062096429,39,1,40,1.8350921185285478
BCH-USD,2025-07,1h,5.353748934654978,18,0,18,1.5
LEO-USD,2025-07,1h,0.049889997446152856,0,0,0,1.5
LINK-USD,2025-07,1h,5.547849386663001,31,0,31,1.8012519099225042
XLM-USD,2025-07,1h,10.584420793959488,40,0,40,1.7921301745620148
XAUt-USD,2025-07,1h,-0.0317574370672628,1,0,1,1.5
BGB-USD,2025-07,1h,-1.4519313019593392,12,0,12,1.5
PAXG-USD,2025-07,1h,-0.06598044566437239,1,0,1,1.5
AAVE-USD,2025-07,1h,-3.006007140819638,22,1,23,1.6753210293996006
OKB-USD,2025-07,1h,0.5317974350955228,3,0,3,1.5
ONDO-USD,2025-07,1h,4.3489838048683485,29,0,29,2.4060245674517597
USDD-USD,2025-07,1h,-0.0009547363644196594,0,0,0,1.5
BNB-USD,2025-08,1h,1.8374286497538923,11,0,11,1.5
XRP-USD,2025-08,1h,-2.759433173888901,16,1,17,1.5
SOL-USD,2025-08,1h,-0.0722423039993555,28,1,29,1.5
TRX-USD,2025-08,1h,0.4756777860689544,6,0,6,1.5
DOGE-USD,2025-08,1h,4.571887762062943,22,0,22,1.5
BCH-USD,2025-08,1h,6.06582430974895,12,0,12,1.5
LEO-USD,2025-08,1h,0.13626068857623977,3,0,3,1.5
LINK-USD,2025-08,1h,1.639862533216583,36,1,37,1.5
XLM-USD,2025-08,1h,-7.89524791509095,15,2,17,1.5
XAUt-USD,2025-08,1h,0.13852515024893364,2,0,2,1.5
BGB-USD,2025-08,1h,2.412640346537828,9,0,9,1.5
PAXG-USD,2025-08,1h,0.13802828650103038,2,0,2,1.5
AAVE-USD,2025-08,1h,-7.614564124311418,29,2,31,1.5
OKB-USD,2025-08,1h,-11.925621135881157,46,5,51,1.5
ONDO-USD,2025-08,1h,3.404457161055343,19,0,19,1.5
USDD-USD,2025-08,1h,-0.0006074447990977206,0,0,0,1.5
BNB-USD,2025-09,1h,2.572582917027339,11,0,11,1.5
XRP-USD,2025-09,1h,3.580170771904668,10,0,10,1.5
SOL-USD,2025-09,1h,-1.5533050232406822,18,1,19,1.5
TRX-USD,2025-09,1h,1.8566104854486367,4,0,4,1.5
DOGE-USD,2025-09,1h,0.5843210740916401,25,1,26,1.5
BCH-USD,2025-09,1h,-4.623642901737367,9,1,10,1.5
LEO-USD,2025-09,1h,-0.008490689725058473,0,0,0,1.5
LINK-USD,2025-09,1h,-2.350759777645326,14,1,15,1.5
XLM-USD,2025-09,1h,4.218640668244097,13,0,13,1.5
XAUt-USD,2025-09,1h,0.16753246454445617,4,0,4,1.5
BGB-USD,2025-09,1h,2.5061777902355242,13,0,13,1.5
PAXG-USD,2025-09,1h,0.16812910031103456,4,0,4,1.5
AAVE-USD,2025-09,1h,-2.243399925825888,10,1,11,1.5
OKB-USD,2025-09,1h,5.502039708208159,14,0,14,1.5
ONDO-USD,2025-09,1h,-2.6454347176891497,15,1,16,1.5
USDD-USD,2025-09,1h,0.022798917058844383,1,0,1,1.5
BNB-USD,2025-10,1h,-10.722929730568358,35,3,38,1.5
XRP-USD,2025-10,1h,2.981042198823034,21,1,22,1.5
SOL-USD,2025-10,1h,0.9968111720687194,23,1,24,1.5
TRX-USD,2025-10,1h,1.6937155609253023,2,0,2,1.5
DOGE-USD,2025-10,1h,-0.5276062847842877,23,1,24,1.5
BCH-USD,2025-10,1h,1.8941548819733909,17,1,18,1.5
LEO-USD,2025-10,1h,0.36483002282720917,1,0,1,1.5
LINK-USD,2025-10,1h,-1.320362733194088,30,2,32,1.5
XLM-USD,2025-10,1h,-7.617333001275329,25,2,27,1.5
XAUt-USD,2025-10,1h,0.08357254360280422,5,0,5,1.5
BGB-USD,2025-10,1h,0.8577958530675642,11,1,12,1.5
PAXG-USD,2025-10,1h,-0.46341794110616324,7,0,7,1.5
AAVE-USD,2025-10,1h,-10.60670382933169,27,2,29,2.0199791738044413
OKB-USD,2025-10,1h,-7.032333695651177,20,3,23,1.6627772696785479
ONDO-USD,2025-10,1h,-7.548329452202361,28,3,31,1.5
USDD-USD,2025-10,1h,3.0390905703825413e-05,0,0,0,1.5
BNB-USD,2025-11,1h,-10.007139079610843,10,2,12,1.5
XRP-USD,2025-11,1h,-7.34832012542236,20,2,22,1.518544663211821
SOL-USD,2025-11,1h,-6.986944126193066,13,2,15,1.5
TRX-USD,2025-11,1h,1.0459131088719005,2,0,2,1.5
DOGE-USD,2025-11,1h,-8.135705405221197,16,2,18,1.5
BCH-USD,2025-11,1h,-0.5341250988582761,18,1,19,1.5048553274255523
LEO-USD,2025-11,1h,1.9688620938473105,5,0,5,1.5
LINK-USD,2025-11,1h,-12.229718572447347,22,3,25,1.5
XLM-USD,2025-11,1h,-7.761417191590153,19,2,21,1.5
XAUt-USD,2025-11,1h,0.31726161577267703,3,0,3,1.5
BGB-USD,2025-11,1h,-7.359403601957457,11,2,13,1.5
PAXG-USD,2025-11,1h,0.3277133936651444,3,0,3,1.5
AAVE-USD,2025-11,1h,-2.8641201104250102,23,2,25,1.5
OKB-USD,2025-11,1h,-9.751848806966882,17,3,20,1.5619177210928339
ONDO-USD,2025-11,1h,-10.884766499302623,20,3,23,1.5
USDD-USD,2025-11,1h,0.0010736413317135884,0,0,0,1.5
BNB-USD,2025-12,1h,1.46882253255033,6,0,6,1.5
XRP-USD,2025-12,1h,-3.210154253385044,9,1,10,1.5
SOL-USD,2025-12,1h,6.9547540371199466,16,0,16,1.5
TRX-USD,2025-12,1h,0.26275464118280073,2,0,2,1.5
DOGE-USD,2025-12,1h,-3.4410519295875566,13,1,14,1.5
BCH-USD,2025-12,1h,5.629550442225918,18,0,18,1.5
LEO-USD,2025-12,1h,3.636773722916769,21,1,22,1.5
LINK-USD,2025-12,1h,-2.3694965891069475,18,1,19,1.5
XLM-USD,2025-12,1h,-3.093818228272266,14,1,15,1.5
XAUt-USD,2025-12,1h,0.02863094409882251,3,0,3,1.5
BGB-USD,2025-12,1h,0.7709423320348652,4,0,4,1.5
PAXG-USD,2025-12,1h,0.04344837317867132,3,0,3,1.5
AAVE-USD,2025-12,1h,0.5060581972144064,20,1,21,1.5
OKB-USD,2025-12,1h,-4.030323870086723,15,1,16,1.5
ONDO-USD,2025-12,1h,0.668127861097928,15,1,16,1.5
USDD-USD,2025-12,1h,-0.001479423746932298,0,0,0,1.5
